id_empresas;razon_social;ruc;titulo;evaluaci�n_externa;evaluacion_legal;ratificado;estado;direccion;ubigeo;departamento;provincia;distrito;actividad_economica;sector_economico;telefono;correo;area_final;tipo_final;areas_detectadas;tipos_detectados
102;DHZ BACKLINE E.I.R.L.;20551741568;TRANSFORMACION DIGITAL PARA MEJORA DE PROCESOS, MEJORAR EL POSICIONAMIENTO DE LA MARCA CON LA EXPERIENCIA DE UNA EMPRESA ESPECIALIZADA EN EL MERCADO PARA DAR EL GRAN SALTO EN LA MODERNIZACION DE DHZ BACKLINE;Desaprobado;-;-;ACTIVO;JR. M PEREZ NRO 774 URB. PRIMAVERA ;150120;LIMA;LIMA;MAGDALENA DEL MAR;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA EQUIPO Y BIENES TANGIBLES;Actividades de servicios administrativos y de apoyo;989063575;dhzbackline@gmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
103;REACTIVOS & QUIMICOS DEL NORTE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;20440302689;Dise�o e Implementaci�n de Herramientas Digitales para la Modernizaci�n del Proceso en la Comercializaci�n de Insumos de Agua en REQUINOR E.I.R.L.;Desaprobado;-;-;ACTIVO;Av. C�sar Vallejo Nro 1046 Urb Palermo;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;FABRICACION DE SUSTANCIAS QUIMICAS BASICAS;Industrias manufactureras;(044) 290761;ecasma@requinor.com;COMERCIAL;IA / Machine Learning;COMERCIAL;IA / Machine Learning
104;PROFESIONALES AL SERVICIO DE LA SALUD S.A.;20510565151;Implementaci�n de Sistemas de Gesti�n Empresarial para el Fortalecimiento de la Gesti�n Operativa en PROSSDENT;Desaprobado;-;-;ACTIVO;JR. PASCUAL DE VIVERO NRO 620 ;150120;LIMA;LIMA;MAGDALENA DEL MAR;VENTA AL POR MAYOR NO ESPECIALIZADA;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";(01) 2632977;lwilfor01@hotmail.com;TI / TRANSFORMACION DIGITAL;ERP;TI / TRANSFORMACION DIGITAL;ERP / GESTION INTEGRAL
106;GRUPO DLD CONSTRUCTOR S.A.C;20600198468;"Implementaci�n de software ERP especializado con tecnolog�a de ""business intelligence"" para la gesti�n integral de DLD Constructores";Desaprobado;-;-;ACTIVO;JR. GUEPI NRO 354 ;220910;SAN MARTIN;SAN MARTIN;MORALES;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;950842834;danio.pr@gmail.com;TI / TRANSFORMACION DIGITAL;ERP;TECNOLOGIA / INNOVACION / TI;ERP / GESTION INTEGRAL
107;GREEN GOLD FORESTRY PERU S.A.;20528129251;Fortalecimiento digital para optimizar la gesti�n, seguimiento y trazabilidad en proyectos comunitarios;Desaprobado;-;-;ACTIVO;CAL. CABO PANTOJA NRO 454 ;160101;LORETO;MAYNAS;IQUITOS;SILVICULTURA Y OTRAS ACTIVIDADES FORESTALES;Agricultura, ganader�a, silvicultura y pesca;965912681;forestal@ggfgroup.pe;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;CALIDAD / SEGURIDAD / SST;Business Intelligence / Analytics
109;INVERSIONES TELLO GARCIA S.A.C. - INTEGAR S.A.C.;20125342133;"Digitalizaci�n Integral para la Optimizaci�n de Procesos Operativos y Comerciales; as� como la Toma de Decisiones con enfoque en Aumentar la Productividad y reducci�n del consumo de papel de INVERSIONES TELLO GARC�A SAC.";Desaprobado;-;-;ACTIVO;CAL. PEZET Y MONEL NRO 1837 ;150116;LIMA;LIMA;LINCE;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";999639620;integar@integarsac.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL;AUTOMATIZACION / WORKFLOW (BPM / RPA)
112;JILANQUIRI SOCIEDAD ANONIMA CERRADA - JILANQUIRI S.A.C.;20600125282;Digitalizar la gesti�n comercial y operativa de JILANQUIRI S.A.C. para mejorar el control de su informaci�n, optimizar la toma de decisiones y fortalecer su eficiencia en la venta de materiales de construcci�n.;Desaprobado;-;-;ACTIVO;JR. COSTA AZUL MZA. E LOTE 12 URB. JOSE OLAYA ;150108;LIMA;LIMA;CHORRILLOS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";961949648;jilanquirisac@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
115;UNDERDOG S.A.C.;20608137158;MODERNIZACION DIGITAL PARA IMPULSAR EL CRECIMIENTO SOSTENIDO DE UNDERDOG S.A.C.;Desaprobado;-;-;ACTIVO;CAL. MIGUEL ALJOVIN NRO 209 DEP. 201 URB. EL ROSEDAL ;150122;LIMA;LIMA;MIRAFLORES;ACTIVIDADES DE CONSULTORIA DE GESTION;Actividades profesionales, cient�ficas y t�cnicas;997524694;j.regalado@underdog.com.pe;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA)
118;YNDIBEL PROMOCIONES S.R.L.;20479912778;"""Implementaci�n de una soluci�n digital en Yndivel Promociones SRL para optimizar los procesos internos de gesti�n y potenciar la productividad empresarial.""";Desaprobado;-;-;ACTIVO;CAL. UNIVERSIDAD NRO 413 MORRO SOLAR ;60801;CAJAMARCA;JAEN;JAEN;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";938174212;darwindavidsanchezdelgado1289@gmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA)
121;PAMELA TOURS S.A.C.;20545665906;Transformaci�n Digital para Aumentar la Eficiencia en la Gesti�n Operativa, Administrativa y Comercial de los Servicios de Transporte de Personal en Pamela Tours S.A.C.;Desaprobado;-;-;ACTIVO;MZA. B LOTE 15 COO. LOS GERANIOS ;150103;LIMA;LIMA;ATE;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;Transporte y almacenamiento;(01) 3830964;gerenciageneral@pamelatours.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
123;SEGUR INDUSTRIA TRAVEL E.I.R.L.;20530848346;Estrategia de digitalizaci�n para la mejora de la productividad interna, la trazabilidad de operaciones y la fidelizaci�n de clientes en servicios de procesamiento y distribuci�n.;Desaprobado;-;-;ACTIVO;MZA. J LOTE 10 URB. LOS CIPRECES ;21809;ANCASH;SANTA;NUEVO CHIMBOTE;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";955535998;jessicacastillorujel@hotmail.com;COMERCIAL;CRM;ALMACEN / LOGISTICA / DISTRIBUCION | CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | OPERACIONES / PRODUCCION / MANTENIMIENTO;CRM
125;MIRANDA & ESCOBAR PERU TRAVELS S.A.C. - M & E PERU TRAVELS S.A.C.;20533339582;"""Transformaci�n Digital en la Agencia 18 Grados Sur: Uso de la Realidad Aumentada para Enriquecer la Experiencia Tur�stica en el Sur del Per�""";Desaprobado;-;-;ACTIVO;CAL. AYACUCHO NRO 96 ;230101;TACNA;TACNA;TACNA;ACTIVIDADES DE AGENCIAS DE VIAJES;Actividades de servicios administrativos y de apoyo;(052)424296;reservas@18gradossur.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
127;COLCA FABRICS S.A.C.;20551622631;Optimizaci�n Integral de la Expansi�n Comercial de COLCA FABRICS: Estrategia Omnicanal, E-commerce Potenciado y Anal�tica Financiera para el Crecimiento en Mercados LATAM;Desaprobado;-;-;ACTIVO;CAL. ALAMEDA DON VIRGILIO MZA. V LOTE 7 URB. LOS HUERTOS DE VILLA ;150108;LIMA;LIMA;CHORRILLOS;TEJEDURA DE PRODUCTOS TEXTILES;Industrias manufactureras;981141842;pibanez@textilcolca.com.pe;COMERCIAL;E-Commerce;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION;BUSINESS INTELLIGENCE / ANALYTICS | COMERCIO ELECTRONICO
130;AGROINDUSTRIAS MARSA S.R.L.;20455631620;Aumento de la eficiencia productiva y visibilidad comercial como pilares del crecimiento sostenible de Agroindustrias Marsa a trav�s de estrategias de digitalizaci�n;Desaprobado;-;-;ACTIVO;CAL. URUBAMBA NRO 223 URB. SAN MARTIN DE SOCABAYA ;40122;AREQUIPA;AREQUIPA;SOCABAYA;ELABORACION Y CONSERVACION DE FRUTAS LEGUMBRES Y HORTALIZAS;Industrias manufactureras;951703131;;COMERCIAL;Business Intelligence / Analytics;COMERCIAL / MARKETING / VENTAS;Business Intelligence / Analytics
131;GRUPO SANTA LUCIA SOCIEDAD ANONIMA CERRADA;20504987605;Implementaci�n de herramientas tecnol�gicas que permitan la automatizaci�n de los procesos de gesti�n comercial, log�stica y de almacenes.;Desaprobado;-;-;ACTIVO;AV. CIRCUNVALACION NRO 2740 URB. CAHUACHE ;150134;LIMA;LIMA;SAN LUIS;FABRICACION DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL;Industrias manufactureras;(01)3431441 - 955159387;fiorella.magan@cocotfyma.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);ALMACEN / LOGISTICA / DISTRIBUCION | COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
134;AZ LEGAL S.A.C.;20602841767;"e-Potech; Transformaci�n Digital en la Gesti�n de Expedientes Hipotecarios: Innovaci�n para el Futuro Legal";Desaprobado;-;-;ACTIVO;CAL. LAS TIENDAS NRO 175 URB. LIMATAMBO ;150141;LIMA;LIMA;SURQUILLO;ACTIVIDADES JURIDICAS;Actividades profesionales, cient�ficas y t�cnicas;991660974;andreazevallosp@gmail.com;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
137;WIN (PERU) S.A.C.;20101679811;Transformaci�n digital de los procesos de manufactura, control de calidad, tareo de personal y mantenimiento de planta en WIN PERU con el fin de optimizar eficiencia y el servicio al cliente;Desaprobado;-;-;ACTIVO;CAL. TNTE JIMENEZ CHAVEZ NRO 369 URB. LA CAMPINA ;150108;LIMA;LIMA;CHORRILLOS;ACTIVIDADES DE ENVASADO Y EMPAQUETADO;Actividades de servicios administrativos y de apoyo;974163716;administrador@winperu.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO | SERVICIO AL CLIENTE / ATENCION | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
139;CHASKIVENTURA NORTE S.A.C.;20480604122;Optimizaci�n de procesos operativos y comerciales de la empresa Chaskiventura mediante la digitalizaci�n y automatizaci�n , para mejorar la eficiencia, reducir costos, expandir la base de clientes en el mercado latinoamericano y ofrecer un servicio de calidad;Desaprobado;-;-;ACTIVO;CAL. MANUEL MAR�A IZAGA NRO 740 INT. 207 DEP. OF ;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;OTROS SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS;Actividades de servicios administrativos y de apoyo;(074) 221282;info@chaskiventura.com;COMERCIAL;CRM;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
141;INDUSTRIAS FIBERJAS ELECTRIC S.A.C.;20601863899;Optimizaci�n de Procesos Internos y Atenci�n al Cliente a trav�s de la Transformaci�n Digital, Mejorando la Coordinaci�n Operativa, Reducci�n de Costos, Seguimiento de Actividades y Toma de Decisiones Basada en Informaci�n en Tiempo Real;Desaprobado;-;-;ACTIVO;CAL. C MZA. V1 LOTE 5 A.H. SANTA MARIA ;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;FABRICACION DE VIDRIO Y PRODUCTOS DE VIDRIO;Industrias manufactureras;991357719;industriasfiberjassac@hotmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | SERVICIO AL CLIENTE / ATENCION | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
142;ZONA DE MEJORA S.A.C.;20601247381;Implementaci�n de una Plataforma Digital Integral para la Formaci�n Continua de Emprendedores y MYPEs;Desaprobado;-;-;ACTIVO;CAL. ALFREDO MALDONADO NRO 654 ;150121;LIMA;LIMA;PUEBLO LIBRE;ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA;Actividades de servicios administrativos y de apoyo;946566473;hola@zonademejora.com;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
143;BIOIMPLANTES PERU S.A.C;20455359326;Innovaci�n Digital para la Sostenibilidad Comercial y Ampliaci�n de Mercado en Bioimplantes Per� SAC;Desaprobado;-;-;ACTIVO;AV. TRINIDAD MORAN MZA. G LOTE 21 URB. LEON XIII ;40103;AREQUIPA;AREQUIPA;CAYMA;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;Actividades de atenci�n de la salud humana y de asistencia social;(054) 272027;;COMERCIAL;Business Intelligence / Analytics;COMERCIAL / MARKETING / VENTAS;Business Intelligence / Analytics
144;WASICHAY GEBOL SOCIEDAD ANONIMA CERRADA;20548573221;Digitalizaci�n del Proceso de Comercializaci�n y Mejora en la Experiencia del Cliente en la Empresa Wasichay SAC;Aprobado;No Acreditado;-;ACTIVO;AV. CUARTO CENTENARIO NRO 261 URB. YANCE ;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;FABRICACION DE MUEBLES;Industrias manufactureras;971616502;wasichaygebol@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
145;TU ALIADA HEALTHY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;20607358321;Transformaci�n digital integral para optimizar procesos productivos, mejorar la trazabilidad operativa y fortalecer la relaci�n con los clientes en el sector de productos saludables;Desaprobado;-;-;ACTIVO;AV. 2 DE MAYO NRO 880 ;230101;TACNA;TACNA;TACNA;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;967680870;tualiadahealthy@gmail.com;COMERCIAL;CRM;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
147;EL MIJANO PARK S.A.C.;20610738550;Implementaci�n de una plataforma de comercializaci�n basadas en estrategias digitales para reducir las brechas de conecci�n con el publico obejtivo e incrementar la productividad del MIJANO PARK S.A.C;Desaprobado;-;-;ACTIVO;CAR. FERNANDO BELAUNDE TERRY NRO S/N C.P. SAN JUAN DE RIO SORITOR ;220804;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;ACUICULTURA DE AGUA DULCE;Agricultura, ganader�a, silvicultura y pesca;928187634;;COMERCIAL;IA / Machine Learning;TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
149;TECNIMAQUINARIAS AMI E.I.R.L.;20601316227;Implementaci�n de acciones de digitalizaci�n comercial para TECNOMAQUINARIAS, con el fin de fortalecer la identidad y reconocimiento de marca, incrementar el flujo de leads, mejorar las conversiones y potenciar el crecimiento comercial.;Desaprobado;-;-;ACTIVO;MZA. X LOTE 2 A.H. SE�OR DEL HUERTO ;50101;AYACUCHO;HUAMANGA;AYACUCHO;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";940866920;dajalainfiniti@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
152;AGROEXPORTADORA TASTA S.A.C.;20487310663;Digitalizaci�n Integral para la Gesti�n y Control Empresarial de Agroexportadora TASTA SAC;Desaprobado;-;-;ACTIVO;VIA. SECTOR CAPIRO NRO S/N OTR. ANEXO CHALHUAMAYO ;120603;JUNIN;SATIPO;LLAYLLA;CULTIVO DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACION MIXTA);Agricultura, ganader�a, silvicultura y pesca;942018630;edith.meza@tastaperu.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TI / TRANSFORMACION DIGITAL;IA / Machine Learning
153;DR COLLECTION E.I.R.L.;20608672495;Desarrollar un software de gestion empresarial a medida de DR COLLECTION EIRL para optimizar procesos y gestionar recursos eficazmente;Desaprobado;-;-;ACTIVO;JR. AMERICA NRO 265 INT. 6 URB. EL PORVENIR ;150115;LIMA;LIMA;LA VICTORIA;FABRICACION DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL;Industrias manufactureras;945667898;leitodiaz1987@gmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | ERP / GESTION INTEGRAL
156;CHIKITINES S.A.C.;20602594310;Implementar herramientas digitales para la mejora de procesos internos en CHIKITINES S.A.C., dirigidas a optimizar la gesti�n organizacional mediante mayor trazabilidad, eficiencia y control sistem�tico.;Desaprobado;-;-;ACTIVO;JR. AYACUCHO NRO 613 INT. 301 TRUJILLO ;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";979507757;bwmconsultas@gmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);CALIDAD / SEGURIDAD / SST;AUTOMATIZACION / WORKFLOW (BPM / RPA)
157;KIDS CLOTHES E.I.R.L.;20604381178;Fortalecer la capacidad comercial y ventas de KIDS CLOTHES E.I.R.L. mediante la digitalizaci�n de sus operaciones, con el fin de mejorar su posicionamiento y crecimiento empresarial.;Desaprobado;-;-;ACTIVO;JR. GRAU NRO S.N INT. 01 ;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;VENTA AL POR MENOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";979507757;bwmconsultas@gmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO;CRM
158;QUALITY SERVICES GROUP S.A.C;20545639816;Dise�o de plataforma SAAS para administraci�n de sistemas de gesti�n basados en normas ISO a fin de optimizar los sistemas de gesti�n en las organizaciones clientes;Desaprobado;-;-;ACTIVO;JR. RAFAEL PAUCAR NRO 190 URB. LOS TUMIS ;150106;LIMA;LIMA;CARABAYLLO;ACTIVIDADES DE CONSULTORIA DE GESTION;Actividades profesionales, cient�ficas y t�cnicas;990966640;pool.campean@qsg.pe;COMERCIAL;CRM;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;CRM
159;CERSA CONSTRUCCION & CAPACITACION S.A.C.;20601799996;Implementaci�n de Herramientas Digitales para mejorar la gesti�n de cursos y la accesibilidad de los estudiantes, a fin de fortalecer posicionamiento de CERSA CONSTRUCCI�N Y CAPACITACI�N en el sector B2C y B2B;Desaprobado;-;-;ACTIVO;AV. EL MAESTRO NRO 483 BAR. LA COLMENA ;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;ENSE�ANZA SECUNDARIA DE FORMACION TECNICA Y PROFESIONAL;Ense�anza;942030030;cersaingenieros@gmail.com;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;COMERCIAL / MARKETING / VENTAS | RRHH / TALENTO / CAPACITACION;Business Intelligence / Analytics
160;ELEUDENT S.A.C.;20601081131;IMPLEMENTACION DE HERRAMIENTAS DIGITALES PARA REDUCIR LA BRECHA TECNOLOGICA Y MEJORAR LA ATENCION CON EL PACIENTE;Desaprobado;-;-;ACTIVO;AV. JOSE CARLOS MARIATEGUI LOTE 02 A.H. HUAYCAN ZONA E  UVC 05 ;150103;LIMA;LIMA;ATE;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;Actividades de atenci�n de la salud humana y de asistencia social;991225785;contamc@outlook.com.pe;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA)
161;INVERSIONES Y SERVICIOS MELARACK S.A.C.;20608809644;Fortalecimiento de la gesti�n empresarial a trav�s de la integraci�n digital de operaciones;Desaprobado;-;-;ACTIVO;AV. PROCERES DE LA INDEPENDEN NRO 2933 INT. 1C ;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;FABRICACION DE MUEBLES;Industrias manufactureras;943858055;No se encontr�;OPERACIONES;ERP;OPERACIONES / PRODUCCION / MANTENIMIENTO;ERP / GESTION INTEGRAL
165;MANUFACTURAS JELCO S.A.C.;20609053721;AUTOMATIZACION EN UN SISTEMA DE GESTION CLOUD COMPUTING DEL PROCESO DE PRODUCCION , COMERCIAL Y ADMINISTRATIVO EN UNA EMPRESA DEL SECTOR MANUFACTURA CON TRAZABILIDAD DE LA INFORMACION EN LINEA;Desaprobado;-;-;ACTIVO;PJ. MATERIALES NRO 638 URB. INDUSTRIAL WIESE ;150101;LIMA;LIMA;LIMA;FABRICACION DE EQUIPO ELECTRICO DE ILUMINACION;Industrias manufactureras; (01) 5623773;ventas@jelco.com.pe;COMERCIAL;Business Intelligence / Analytics;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CIBERSEGURIDAD / INFRAESTRUCTURA
166;PREMIUM COLLEGE S.R.L.;20601760461;"""Transformaci�n Digital del proceso administrativo, acad�mico y plana docente de un centro educativo que apoye al mejor desempe�o de las actividades y una mayor rentabilidad de su negocio"".";Desaprobado;-;-;ACTIVO;JR. IQUITOS NRO 481 URB. SAN MARTIN ;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;ENSE�ANZA PREESCOLAR Y PRIMARIA;Ense�anza;940452929;guillermopanduro@premiumcollege.edu.pe;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;RRHH / TALENTO / CAPACITACION | TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
168;KAVA FC CONSTRUCCIONES Y SERVICIOS GENERALES S.A.C.;20610872621;Estrategia de transformaci�n digital orientada a cerrar brechas operativas y documentales, mediante la automatizaci�n de procesos productivos y administrativos que garanticen entregas eficientes, seguras y trazables al sector p�blico.;Desaprobado;-;-;ACTIVO;CAL. Q MZA. W1 LOTE 10 URB. LUCYANA DE CARABAYLLO ;150106;LIMA;LIMA;CARABAYLLO;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";996765527;kavaserviciosgenerales@gmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);DIRECCION / PLANEAMIENTO / GESTION | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
169;CMIT INGENIEROS S.A.C.;20554525807;FORTALECIMIENTO DE LAS �REAS OPERATIVO/COMERCIAL DE CMIT INGENIEROS A TRAV�S DE LA INCORPORACI�N DE NUEVAS HERRAMIENTAS DIGITALES DIRIGIDAS A INCREMENTAR LA EFICIENCIA;Desaprobado;-;-;ACTIVO;MZA. E LOTE 15 A.H. SAN JUAN MASIAS ;150130;LIMA;LIMA;SAN BORJA;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;959389567;eder.campos@cmit.com.pe;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
170;HEDJEF S.R.L.;20539694023;Proyecto de Inteligencia de Negocio que se conecte con un plataformas base para la mejor toma de decisiones gerenciales en la empresa HEDJEF SRL;Desaprobado;-;-;ACTIVO;CAL. 9 DE DICIEMBRE NRO 407 ;40501;AREQUIPA;CAYLLOMA;CHIVAY;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;Transporte y almacenamiento;997046506;nativatrips@gmail.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TI / TRANSFORMACION DIGITAL;IA / Machine Learning
